475 13289
428 455 0.0097920585
428 462 0.0097920585
459 41 0.0146273593
459 72 0.0229527871
459 89 0.0146273593
459 105 0.0229527871
459 190 0.0146273593
459 198 0.0416386301
459 207 0.0229527871
459 208 0.0416386301
459 211 0.0298740942
459 216 0.0146273593
459 220 0.0146273593
459 224 0.0146273593
459 269 0.0146273593
459 276 0.0146273593
459 323 0.0298740942
459 380 0.0146273593
459 382 0.0146273593
459 411 0.0146273593
459 437 0.0565163911
2 9 0.0215261845
2 18 0.0215261845
2 24 0.0215261845
2 36 0.1082517356
2 37 0.0337782041
2 42 0.0215261845
2 64 0.0337782041
2 68 0.0215261845
2 73 0.0215261845
2 77 0.0215261845
2 85 0.0215261845
2 90 0.0215261845
2 91 0.0337782041
2 102 0.0215261845
2 130 0.0215261845
2 162 0.0215261845
2 171 0.0762571876
2 178 0.0215261845
2 189 0.0215261845
2 349 0.0897893214
2 368 0.0439638658
2 374 0.0337782041
9 0 0.0258456911
9 10 0.0258456911
9 14 0.0636395565
9 15 0.0258456911
9 18 0.0405562365
9 24 0.0405562365
9 25 0.0258456911
9 54 0.0405562365
9 55 0.0258456911
9 59 0.0258456911
9 61 0.0636395565
9 64 0.0636395565
9 65 0.0258456911
9 73 0.0258456911
9 79 0.0258456911
9 81 0.0405562365
9 85 0.0405562365
9 86 0.0258456911
9 87 0.0636395565
9 88 0.0258456911
9 89 0.0258456911
9 90 0.0405562365
9 91 0.0258456911
9 92 0.0258456911
9 109 0.0405562365
9 111 0.0258456911
9 126 0.0636395565
9 127 0.0735730318
9 142 0.0258456911
9 205 0.0258456911
9 215 0.0258456911
9 265 0.0405562365
9 279 0.0405562365
9 303 0.0258456911
9 363 0.0258456911
9 368 0.0258456911
9 394 0.1566989689
9 400 0.0258456911
9 421 0.0258456911
9 460 0.0258456911
24 2 0.0191035868
24 4 0.0299767409
24 9 0.0191035868
24 11 0.0191035868
24 14 0.0299767409
24 17 0.0191035868
24 25 0.0796842608
24 26 0.0299767409
24 27 0.0299767409
24 36 0.0191035868
24 37 0.0299767409
24 46 0.0299767409
24 53 0.0470385484
24 55 0.0390160889
24 57 0.0299767409
24 59 0.0299767409
24 64 0.0191035868
24 68 0.0191035868
24 74 0.0191035868
24 77 0.0191035868
24 86 0.0191035868
24 87 0.0191035868
24 92 0.0191035868
24 119 0.0191035868
24 126 0.0191035868
24 136 0.0299767409
24 139 0.0191035868
24 147 0.0470385484
24 154 0.0191035868
24 171 0.0543807784
24 205 0.0612228059
24 236 0.0191035868
24 278 0.0299767409
24 286 0.0299767409
24 326 0.0191035868
24 335 0.0191035868
24 352 0.0191035868
24 376 0.0612228059
24 393 0.0470385484
24 401 0.0907862677
24 443 0.0390160889
24 450 0.0299767409
36 2 0.1156035301
36 20 0.0326330277
36 23 0.0207963861
36 42 0.0207963861
36 50 0.0207963861
36 59 0.0207963861
36 79 0.0207963861
36 88 0.0207963861
36 171 0.0591995459
36 178 0.0207963861
36 349 0.0591995459
36 368 0.0326330277
37 2 0.0287611263
37 4 0.0287611263
37 7 0.0287611263
37 16 0.0587401032
37 18 0.0287611263
37 24 0.0287611263
37 25 0.0287611263
37 46 0.0287611263
37 54 0.0451310447
37 59 0.0587401032
37 61 0.0287611263
37 71 0.0708182000
37 77 0.0451310447
37 88 0.0451310447
37 110 0.0287611263
37 154 0.0287611263
37 263 0.0287611263
37 282 0.0287611263
37 292 0.0287611263
37 303 0.1111256671
37 332 0.0708182000
37 375 0.0287611263
37 393 0.0287611263
37 433 0.0287611263
42 2 0.0321490117
42 5 0.0321490117
42 9 0.0321490117
42 12 0.0321490117
42 17 0.0504472066
42 18 0.0321490117
42 36 0.0504472066
42 53 0.0656593293
42 54 0.0656593293
42 58 0.0321490117
42 74 0.0504472066
42 79 0.0321490117
42 85 0.1527822395
42 107 0.0321490117
42 111 0.1030305312
42 165 0.0321490117
42 283 0.0504472066
42 286 0.0321490117
42 311 0.0791601522
42 317 0.0504472066
42 326 0.0504472066
42 376 0.0321490117
42 408 0.0791601522
64 2 0.0481716273
64 4 0.0135980800
64 6 0.0135980800
64 9 0.0334824004
64 12 0.0481716273
64 13 0.0213376747
64 14 0.0135980800
64 17 0.0213376747
64 21 0.0135980800
64 24 0.0213376747
64 25 0.0387086562
64 30 0.0213376747
64 32 0.0213376747
64 33 0.0135980800
64 37 0.0135980800
64 40 0.0213376747
64 46 0.0334824004
64 50 0.0135980800
64 54 0.0135980800
64 58 0.0213376747
64 61 0.0277719521
64 63 0.0277719521
64 66 0.0213376747
64 68 0.0213376747
64 73 0.0135980800
64 74 0.0435788640
64 77 0.0135980800
64 85 0.0135980800
64 88 0.0135980800
64 89 0.0481716273
64 90 0.0135980800
64 91 0.0135980800
64 127 0.0277719521
64 139 0.0135980800
64 167 0.0213376747
64 202 0.0135980800
64 214 0.0135980800
64 215 0.0213376747
64 265 0.0135980800
64 394 0.0135980800
64 448 0.0135980800
64 449 0.0135980800
68 2 0.0241490845
68 7 0.0153897362
68 11 0.0241490845
68 12 0.0153897362
68 13 0.0153897362
68 18 0.0933059123
68 21 0.0153897362
68 22 0.0153897362
68 24 0.0153897362
68 27 0.0153897362
68 32 0.0153897362
68 35 0.0153897362
68 46 0.0153897362
68 55 0.0314311297
68 56 0.0153897362
68 57 0.0241490845
68 59 0.0241490845
68 74 0.0153897362
68 77 0.0153897362
68 89 0.0153897362
68 91 0.0153897362
68 229 0.0153897362
68 299 0.0970561307
68 368 0.0153897362
73 1 0.0509843255
73 13 0.0179104367
73 14 0.0281044876
73 15 0.0573990214
73 17 0.0281044876
73 18 0.0179104367
73 20 0.0179104367
73 21 0.0509843255
73 23 0.0179104367
73 28 0.0179104367
73 32 0.0365792663
73 39 0.0281044876
73 46 0.0179104367
73 51 0.0281044876
73 54 0.0281044876
73 57 0.0179104367
73 64 0.0179104367
73 66 0.0179104367
73 67 0.0179104367
73 72 0.0365792663
73 85 0.0281044876
73 89 0.0179104367
73 91 0.0365792663
73 95 0.0509843255
73 188 0.0281044876
73 190 0.0281044876
73 191 0.0179104367
73 245 0.0179104367
73 257 0.0948788374
73 291 0.0179104367
73 306 0.0179104367
73 354 0.0281044876
73 359 0.0179104367
73 380 0.0179104367
73 393 0.0281044876
73 409 0.0179104367
73 427 0.0179104367
73 441 0.0281044876
90 2 0.0227530994
90 9 0.0357034400
90 10 0.0227530994
90 13 0.0227530994
90 14 0.0357034400
90 17 0.0227530994
90 21 0.0227530994
90 25 0.0227530994
90 27 0.0357034400
90 28 0.0357034400
90 30 0.0227530994
90 53 0.0227530994
90 54 0.0227530994
90 55 0.2662470498
90 61 0.0227530994
90 71 0.0647695780
90 79 0.0227530994
90 84 0.0227530994
90 87 0.0227530994
90 88 0.0227530994
90 119 0.1322817351
90 177 0.0464696477
90 197 0.0227530994
90 272 0.0227530994
90 279 0.0227530994
90 305 0.0357034400
90 312 0.0227530994
90 335 0.0227530994
90 349 0.0227530994
90 361 0.0227530994
90 368 0.0227530994
90 466 0.0227530994
91 2 0.0281797650
91 8 0.0281797650
91 12 0.0179584095
91 17 0.0442187910
91 21 0.0281797650
91 24 0.0179584095
91 33 0.0366772432
91 40 0.0179584095
91 64 0.0179584095
91 68 0.0179584095
91 73 0.0281797650
91 85 0.0281797650
91 103 0.0179584095
91 131 0.0179584095
91 279 0.0281797650
91 286 0.0179584095
102 28 0.0269588867
102 103 0.0094704682
102 126 0.0094704682
102 129 0.0094704682
102 138 0.0094704682
102 139 0.0094704682
102 173 0.0094704682
102 175 0.0094704682
102 192 0.0094704682
102 208 0.0094704682
102 212 0.0148607575
102 221 0.0094704682
102 224 0.0094704682
102 242 0.0094704682
102 261 0.0148607575
102 262 0.0094704682
102 322 0.0094704682
102 350 0.0094704682
102 371 0.0094704682
102 382 0.0094704682
102 409 0.0193419504
102 411 0.0094704682
102 412 0.0094704682
102 424 0.0094704682
102 448 0.0094704682
130 2 0.0396320251
130 46 0.0252567094
130 103 0.0252567094
130 105 0.0252567094
130 116 0.0252567094
130 132 0.0396320251
130 136 0.0252567094
130 144 0.0252567094
130 151 0.0252567094
130 171 0.0252567094
130 190 0.0252567094
130 210 0.0809422141
130 220 0.0252567094
130 242 0.0396320251
130 245 0.0252567094
130 248 0.0396320251
130 269 0.0252567094
130 276 0.0252567094
130 318 0.0809422141
130 339 0.0252567094
130 343 0.0252567094
130 344 0.0252567094
130 359 0.0396320251
130 382 0.0252567094
130 385 0.0252567094
130 389 0.0718964207
130 417 0.0252567094
130 428 0.0252567094
130 440 0.0515828796
130 441 0.0252567094
162 2 0.0170356719
162 12 0.0946983669
162 89 0.0347926960
162 93 0.0170356719
162 107 0.0170356719
162 122 0.0170356719
162 133 0.0267318345
162 134 0.0170356719
162 156 0.0347926960
162 157 0.0170356719
162 172 0.0267318345
162 205 0.0170356719
162 233 0.0267318345
162 236 0.0170356719
162 255 0.0170356719
162 270 0.0170356719
162 303 0.0170356719
162 327 0.0170356719
162 331 0.0170356719
162 342 0.0170356719
162 346 0.0170356719
162 359 0.0170356719
162 365 0.0267318345
162 371 0.0170356719
162 400 0.0170356719
162 416 0.0170356719
162 442 0.0347926960
162 443 0.0170356719
162 446 0.0170356719
162 454 0.0170356719
162 461 0.0170356719
162 470 0.0603494050
171 2 0.0673972199
171 33 0.0236761716
171 35 0.0236761716
171 70 0.0236761716
171 87 0.0236761716
171 92 0.0236761716
171 102 0.0236761716
171 111 0.0236761716
171 135 0.0582975729
171 145 0.0236761716
171 147 0.1254222705
171 154 0.0236761716
171 176 0.0371518955
171 179 0.0236761716
171 212 0.0236761716
171 222 0.0236761716
171 236 0.0673972199
171 243 0.0236761716
171 253 0.0582975729
171 254 0.0236761716
171 256 0.0236761716
171 262 0.0236761716
171 263 0.0838735848
171 279 0.0371518955
171 282 0.0371518955
171 283 0.0236761716
171 286 0.0236761716
171 287 0.0236761716
171 291 0.0236761716
171 303 0.0236761716
171 305 0.0371518955
171 313 0.0371518955
171 316 0.0236761716
171 331 0.0483548784
171 335 0.0483548784
171 342 0.0236761716
171 349 0.0236761716
171 368 0.0236761716
171 375 0.0371518955
171 400 0.0236761716
171 416 0.0236761716
171 421 0.0236761716
171 428 0.0371518955
171 431 0.0483548784
171 435 0.0236761716
171 439 0.0236761716
171 447 0.0236761716
171 459 0.0236761716
171 464 0.0236761716
171 466 0.0673972199
178 2 0.0372282733
178 37 0.0372282733
178 92 0.0372282733
178 109 0.0372282733
178 111 0.0372282733
178 117 0.0372282733
178 119 0.0372282733
178 126 0.0372282733
178 131 0.0372282733
178 139 0.0372282733
178 147 0.0584174224
178 148 0.0372282733
178 149 0.0372282733
178 153 0.0372282733
178 154 0.0372282733
178 171 0.0584174224
178 176 0.0372282733
178 183 0.0372282733
178 193 0.0372282733
178 194 0.0372282733
178 197 0.0372282733
178 212 0.0372282733
178 236 0.0372282733
178 263 0.0372282733
178 292 0.0372282733
178 298 0.0372282733
178 303 0.1059749929
178 305 0.0372282733
178 325 0.0372282733
178 347 0.0584174224
178 349 0.0372282733
178 367 0.0372282733
178 368 0.0372282733
178 374 0.0372282733
178 392 0.0372282733
178 400 0.0372282733
178 401 0.1193084507
178 408 0.0372282733
178 417 0.0372282733
178 460 0.0372282733
189 117 0.0442781543
189 160 0.0442781543
189 188 0.0442781543
189 197 0.0694798715
189 294 0.0694798715
189 315 0.0442781543
189 332 0.0442781543
349 2 0.0396619734
349 36 0.0478172392
349 45 0.0194198336
349 107 0.0194198336
349 142 0.0194198336
349 147 0.0194198336
349 152 0.0194198336
349 156 0.0194198336
349 160 0.0194198336
349 171 0.0396619734
349 172 0.0194198336
349 184 0.0194198336
349 193 0.0194198336
349 197 0.0194198336
349 205 0.0304729852
349 236 0.0194198336
349 254 0.0194198336
349 263 0.0194198336
349 267 0.0194198336
349 286 0.0304729852
349 287 0.0194198336
349 290 0.0194198336
349 291 0.0194198336
349 292 0.0194198336
349 303 0.0194198336
349 305 0.0194198336
349 320 0.0478172392
349 326 0.0304729852
349 340 0.0304729852
349 346 0.0194198336
349 358 0.0194198336
349 368 0.0478172392
349 373 0.0194198336
349 374 0.0194198336
349 405 0.0194198336
349 415 0.0194198336
349 424 0.0396619734
368 2 0.0543274096
368 36 0.0266005234
368 68 0.0266005234
368 171 0.0266005234
368 183 0.0417406953
368 205 0.0417406953
368 254 0.0266005234
368 281 0.0417406953
368 293 0.0266005234
368 322 0.0266005234
368 327 0.0417406953
368 349 0.0654981715
368 376 0.0266005234
368 393 0.0266005234
368 400 0.0266005234
368 435 0.0417406953
3 4 0.0265842244
3 8 0.0107965500
3 17 0.0169416029
3 22 0.0107965500
3 32 0.0654580388
3 38 0.0107965500
3 39 0.0107965500
3 47 0.0107965500
3 50 0.0107965500
3 58 0.0107965500
3 62 0.0107965500
3 68 0.0169416029
3 72 0.0307337464
3 81 0.0107965500
3 83 0.0169416029
3 87 0.0107965500
3 92 0.0107965500
3 111 0.0107965500
3 113 0.0107965500
3 126 0.0107965500
3 165 0.0107965500
3 190 0.0107965500
3 203 0.0307337464
3 226 0.0107965500
3 242 0.0107965500
3 246 0.0107965500
3 288 0.0107965500
3 327 0.0107965500
3 335 0.0107965500
3 341 0.0107965500
3 349 0.0107965500
3 385 0.0169416029
3 401 0.0107965500
3 409 0.0107965500
3 435 0.0169416029
3 437 0.0265842244
3 461 0.0169416029
3 468 0.0107965500
8 3 0.0217973338
8 13 0.0217973338
8 15 0.0217973338
8 16 0.0217973338
8 17 0.0217973338
8 22 0.0445176458
8 25 0.0217973338
8 32 0.0217973338
8 33 0.0217973338
8 47 0.0536713314
8 52 0.0536713314
8 60 0.0217973338
8 66 0.0217973338
8 72 0.0842193463
8 80 0.0217973338
8 91 0.0342036829
8 95 0.0217973338
8 105 0.0445176458
8 131 0.0217973338
8 190 0.0217973338
8 192 0.0217973338
8 226 0.0217973338
8 271 0.0217973338
8 318 0.0217973338
8 382 0.0217973338
8 389 0.0342036829
8 428 0.0217973338
8 435 0.0536713314
8 458 0.0217973338
22 1 0.0117212102
22 3 0.0117212102
22 8 0.0333659086
22 17 0.0333659086
22 20 0.0117212102
22 21 0.0288610048
22 32 0.0333659086
22 38 0.0117212102
22 41 0.0117212102
22 47 0.0239387389
22 51 0.0183925502
22 54 0.0117212102
22 66 0.0117212102
22 72 0.0488911310
22 89 0.0117212102
22 113 0.0117212102
22 116 0.0183925502
22 130 0.0117212102
22 134 0.0288610048
22 144 0.0117212102
22 147 0.0117212102
22 149 0.0183925502
22 159 0.0117212102
22 185 0.0183925502
22 190 0.0117212102
22 192 0.0183925502
22 220 0.0239387389
22 226 0.0117212102
22 233 0.0183925502
22 237 0.0117212102
22 245 0.0117212102
22 258 0.0117212102
22 269 0.0288610048
22 301 0.0117212102
22 337 0.0117212102
22 354 0.0117212102
22 370 0.0183925502
22 386 0.0183925502
22 389 0.0452877709
22 402 0.0117212102
22 409 0.0117212102
22 427 0.0375639078
22 437 0.0117212102
22 461 0.0117212102
32 1 0.0168080261
32 3 0.0263746200
32 7 0.0218764089
32 8 0.0168080261
32 12 0.0413862149
32 17 0.1326337416
32 21 0.0168080261
32 22 0.0107114242
32 39 0.0107114242
32 45 0.0107114242
32 51 0.0218764089
32 66 0.0107114242
32 72 0.0263746200
32 73 0.0107114242
32 80 0.0107114242
32 89 0.0107114242
32 91 0.0107114242
32 133 0.0107114242
32 147 0.0107114242
32 149 0.0107114242
32 188 0.0107114242
32 190 0.0107114242
32 193 0.0107114242
32 203 0.0649419322
32 233 0.0107114242
32 244 0.0107114242
32 249 0.0168080261
32 288 0.0107114242
32 354 0.0107114242
32 383 0.0107114242
32 385 0.0107114242
32 409 0.0168080261
32 417 0.0107114242
32 429 0.0168080261
32 441 0.0107114242
38 0 0.0327985165
38 8 0.0327985165
38 17 0.0327985165
38 20 0.0807594208
38 35 0.0327985165
38 39 0.0327985165
38 46 0.0327985165
38 66 0.0514663890
38 68 0.0327985165
38 72 0.0514663890
38 74 0.0514663890
38 79 0.0514663890
38 97 0.0669858414
38 284 0.0327985165
38 335 0.0327985165
38 461 0.0327985165
47 7 0.0151819037
47 8 0.0537823727
47 17 0.0238229604
47 22 0.0151819037
47 23 0.0151819037
47 32 0.0151819037
47 39 0.0238229604
47 40 0.0310066643
47 56 0.0151819037
47 66 0.0238229604
47 72 0.0238229604
47 80 0.0151819037
47 81 0.0151819037
47 91 0.0151819037
47 112 0.0238229604
47 188 0.0151819037
47 226 0.0151819037
47 242 0.0432172108
47 244 0.0151819037
47 245 0.0151819037
47 257 0.0238229604
47 301 0.0238229604
47 389 0.0151819037
47 461 0.0151819037
47 462 0.0151819037
50 0 0.0190195864
50 2 0.0190195864
50 4 0.0190195864
50 10 0.0298449301
50 12 0.0388445312
50 15 0.0190195864
50 16 0.0190195864
50 17 0.0190195864
50 18 0.0298449301
50 24 0.0190195864
50 25 0.0190195864
50 35 0.0793338810
50 36 0.0190195864
50 46 0.0388445312
50 54 0.0673774849
50 55 0.0298449301
50 58 0.0190195864
50 59 0.0190195864
50 61 0.0190195864
50 63 0.0190195864
50 68 0.0190195864
50 69 0.0190195864
50 71 0.0298449301
50 73 0.0190195864
50 76 0.0388445312
50 77 0.0190195864
50 79 0.0298449301
50 84 0.0190195864
50 85 0.0190195864
50 86 0.0190195864
50 87 0.0190195864
50 88 0.0190195864
50 90 0.0190195864
50 92 0.0190195864
50 94 0.0190195864
50 107 0.0190195864
50 139 0.0298449301
50 149 0.0298449301
50 156 0.0190195864
50 193 0.0190195864
50 212 0.0190195864
50 215 0.0468317152
50 222 0.0190195864
50 300 0.0734868380
50 342 0.0190195864
50 390 0.0298449301
50 397 0.0190195864
50 401 0.0388445312
50 424 0.2057752149
50 435 0.0190195864
50 445 0.0190195864
62 23 0.0202559082
62 75 0.0202559082
62 116 0.0649157431
62 174 0.0317849269
62 318 0.0717571937
62 319 0.0202559082
62 326 0.0202559082
62 327 0.0202559082
62 335 0.0202559082
62 350 0.0202559082
62 401 0.0202559082
62 432 0.0202559082
81 3 0.0300210071
81 17 0.0854585973
81 21 0.0300210071
81 28 0.0300210071
81 30 0.0300210071
81 38 0.0300210071
81 47 0.0300210071
81 48 0.0471080096
81 56 0.0300210071
81 58 0.0854585973
81 68 0.0471080096
81 74 0.1590334339
81 79 0.0300210071
81 84 0.0300210071
81 89 0.0300210071
81 92 0.0300210071
83 3 0.0178627879
83 8 0.0178627879
83 17 0.0364819511
83 19 0.0178627879
83 51 0.0178627879
83 54 0.0178627879
83 72 0.0280297187
83 141 0.0178627879
83 188 0.0178627879
83 192 0.0178627879
83 339 0.0178627879
83 410 0.0178627879
92 55 0.0246467369
92 109 0.0246467369
92 119 0.0246467369
92 126 0.0606873848
92 127 0.0386748756
92 142 0.0157068802
92 145 0.0386748756
92 147 0.0157068802
92 155 0.0157068802
92 162 0.0157068802
92 171 0.0157068802
92 181 0.0157068802
92 188 0.0157068802
92 215 0.0157068802
92 249 0.0386748756
92 251 0.0157068802
92 254 0.0246467369
92 278 0.0246467369
92 279 0.0157068802
92 291 0.0157068802
92 292 0.0157068802
92 296 0.0157068802
92 298 0.0157068802
92 303 0.0157068802
92 305 0.0157068802
92 313 0.0157068802
92 317 0.0320788467
92 326 0.0157068802
92 335 0.0157068802
92 341 0.0157068802
92 353 0.0157068802
92 376 0.0157068802
92 387 0.0701600567
92 388 0.0157068802
92 393 0.0157068802
92 400 0.0320788467
92 408 0.0246467369
92 416 0.0157068802
92 424 0.0157068802
92 431 0.0701600567
92 450 0.0386748756
92 461 0.0246467369
92 467 0.0447116229
92 469 0.0157068802
111 42 0.0134170471
111 55 0.0134170471
111 85 0.0085504200
111 109 0.0085504200
111 126 0.0134170471
111 139 0.0174628958
111 147 0.0085504200
111 156 0.0085504200
111 157 0.0085504200
111 165 0.0243398529
111 177 0.0134170471
111 197 0.0134170471
111 205 0.0085504200
111 212 0.0085504200
111 213 0.0085504200
111 215 0.0085504200
111 231 0.0085504200
111 236 0.0085504200
111 263 0.0174628958
111 267 0.0134170471
111 275 0.0085504200
111 292 0.0085504200
111 341 0.0085504200
111 352 0.0085504200
111 355 0.0134170471
111 365 0.0085504200
111 370 0.0085504200
111 376 0.0134170471
111 379 0.0085504200
111 393 0.0085504200
111 398 0.0134170471
111 400 0.0134170471
111 408 0.0085504200
111 416 0.0085504200
111 423 0.0085504200
111 442 0.0085504200
111 448 0.0134170471
111 461 0.0134170471
111 465 0.0274022207
113 41 0.0199357448
113 58 0.0127046577
113 101 0.0199357448
113 103 0.0127046577
113 116 0.0312825368
113 118 0.0127046577
113 125 0.0127046577
113 130 0.0127046577
113 132 0.0127046577
113 137 0.0127046577
113 140 0.0127046577
113 150 0.0407156415
113 159 0.0127046577
113 161 0.0407156415
113 164 0.0259472768
113 174 0.0127046577
113 188 0.0259472768
113 190 0.0127046577
113 200 0.0127046577
113 201 0.0127046577
113 208 0.0127046577
113 210 0.0706230049
113 218 0.0127046577
113 220 0.0603765391
113 226 0.0127046577
113 228 0.0361654166
113 234 0.0127046577
113 237 0.0127046577
113 242 0.0259472768
113 244 0.0259472768
113 245 0.0407156415
113 246 0.1304847010
113 248 0.0199357448
113 257 0.0127046577
113 269 0.0490875618
113 271 0.0407156415
113 276 0.0199357448
113 278 0.0127046577
113 295 0.0127046577
113 301 0.0450066507
113 312 0.0127046577
113 318 0.0567496215
113 322 0.0127046577
113 324 0.0259472768
113 333 0.0127046577
113 336 0.0127046577
113 338 0.0127046577
113 343 0.0127046577
113 350 0.0259472768
113 354 0.0199357448
113 360 0.0127046577
113 370 0.0127046577
113 382 0.0127046577
113 385 0.0199357448
113 386 0.0407156415
113 389 0.0890497012
113 393 0.0127046577
113 399 0.0259472768
113 406 0.0259472768
113 409 0.0450066507
113 435 0.0127046577
113 440 0.0127046577
113 442 0.0127046577
113 461 0.0127046577
113 462 0.0127046577
126 9 0.0154881220
126 12 0.0243034684
126 84 0.0154881220
126 102 0.0154881220
126 111 0.0154881220
126 147 0.0154881220
126 156 0.0154881220
126 176 0.0381362296
126 254 0.0381362296
